complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area
SS00199,Developing an offline smart system for satellite hydro-geological aquifer mapping will eliminate manual delays.,Water & Drinking Water,Groundwater Availability,Innovation,Medium,Occasional,Yes,Satellite Hydro-Geological Aquifer Mapping
SS00200,Abhi तुरंत department emergency team bheje aur future ke liye satellite hydro-geological aquifer mapping ka early warning technology setup karein.,Water & Drinking Water,Groundwater Availability,Hybrid,High,Recurring,Yes,Satellite Hydro-Geological Aquifer Mapping
SS00201,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of satellite hydro-geological aquifer mapping.,Water & Drinking Water,Groundwater Availability,Hybrid,High,Persistent,Yes,Satellite Hydro-Geological Aquifer Mapping
SS00202,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए satellite hydro-geological aquifer mapping का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Water & Drinking Water,Groundwater Availability,Hybrid,High,Recurring,Yes,Satellite Hydro-Geological Aquifer Mapping
SS00203,urgent govt inspection today n smart AI tech for satellite hydro-geological aquifer mapping for future plzz,Water & Drinking Water,Groundwater Availability,Hybrid,High,Recurring,Yes,Satellite Hydro-Geological Aquifer Mapping
SS00204,"Immediate administrative intervention needed now, accompanied by a university research solution for satellite hydro-geological aquifer mapping.",Water & Drinking Water,Groundwater Availability,Hybrid,Medium,Occasional,Yes,Satellite Hydro-Geological Aquifer Mapping
SS00205,The administrative service for irrigation water is currently non-functional in our block.,Water & Drinking Water,Irrigation Water,Government,Medium,Persistent,No,None
SS00206,"Pichle 10 din se irrigation water ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Water & Drinking Water,Irrigation Water,Government,High,Occasional,No,None
SS00207,हमारे पंचायत में irrigation water से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Water & Drinking Water,Irrigation Water,Government,Medium,Persistent,No,None
SS00208,"irrigation water issue in ward 5, officer not taking call",Water & Drinking Water,Irrigation Water,Government,Low,Occasional,No,None
SS00209,irrigation water is broken n not wrking properly plzz resolve,Water & Drinking Water,Irrigation Water,Government,Medium,Occasional,No,None
SS00210,Block level grievance filed for irrigation water last month but service is still pending.,Water & Drinking Water,Irrigation Water,Government,Low,One-time,No,None
SS00211,Urgent maintenance team required for irrigation water near community market place.,Water & Drinking Water,Irrigation Water,Government,High,One-time,No,None
SS00212,We need an automated digital technology system for automated canal water gate control to monitor this issue continuously.,Water & Drinking Water,Irrigation Water,Innovation,Medium,Recurring,Yes,Automated Canal Water Gate Control
SS00213,Is problem ko permanently solve karne ke liye automated canal water gate control ka low-cost sensor prototype chahiye.,Water & Drinking Water,Irrigation Water,Innovation,Medium,Occasional,Yes,Automated Canal Water Gate Control
SS00214,नवीनतम तकनीक और automated canal water gate control के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Water & Drinking Water,Irrigation Water,Innovation,High,Recurring,Yes,Automated Canal Water Gate Control
SS00215,need AI and IoT smart solution for automated canal water gate control,Water & Drinking Water,Irrigation Water,Innovation,Low,One-time,Yes,Automated Canal Water Gate Control
SS00216,Developing an offline smart system for automated canal water gate control will eliminate manual delays.,Water & Drinking Water,Irrigation Water,Innovation,Medium,Occasional,Yes,Automated Canal Water Gate Control
SS00217,Abhi तुरंत department emergency team bheje aur future ke liye automated canal water gate control ka early warning technology setup karein.,Water & Drinking Water,Irrigation Water,Hybrid,High,Recurring,Yes,Automated Canal Water Gate Control
SS00218,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of automated canal water gate control.,Water & Drinking Water,Irrigation Water,Hybrid,High,Persistent,Yes,Automated Canal Water Gate Control
SS00219,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए automated canal water gate control का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Water & Drinking Water,Irrigation Water,Hybrid,High,Recurring,Yes,Automated Canal Water Gate Control
SS00220,urgent govt inspection today n smart AI tech for automated canal water gate control for future plzz,Water & Drinking Water,Irrigation Water,Hybrid,High,Recurring,Yes,Automated Canal Water Gate Control
SS00221,"Immediate administrative intervention needed now, accompanied by a university research solution for automated canal water gate control.",Water & Drinking Water,Irrigation Water,Hybrid,Medium,Occasional,Yes,Automated Canal Water Gate Control
SS00222,The administrative service for water conservation is currently non-functional in our block.,Water & Drinking Water,Water Conservation,Government,Medium,Persistent,No,None
SS00223,"Pichle 10 din se water conservation ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Water & Drinking Water,Water Conservation,Government,High,Occasional,No,None
SS00224,हमारे पंचायत में water conservation से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Water & Drinking Water,Water Conservation,Government,Medium,Persistent,No,None
SS00225,"water conservation issue in ward 5, officer not taking call",Water & Drinking Water,Water Conservation,Government,Low,Occasional,No,None
SS00226,water conservation is broken n not wrking properly plzz resolve,Water & Drinking Water,Water Conservation,Government,Medium,Occasional,No,None
SS00227,Block level grievance filed for water conservation last month but service is still pending.,Water & Drinking Water,Water Conservation,Government,Low,One-time,No,None
SS00228,Urgent maintenance team required for water conservation near community market place.,Water & Drinking Water,Water Conservation,Government,High,One-time,No,None
SS00229,We need an automated digital technology system for community rainwater harvesting analytics to monitor this issue continuously.,Water & Drinking Water,Water Conservation,Innovation,Medium,Recurring,Yes,Community Rainwater Harvesting Analytics
SS00230,Is problem ko permanently solve karne ke liye community rainwater harvesting analytics ka low-cost sensor prototype chahiye.,Water & Drinking Water,Water Conservation,Innovation,Medium,Occasional,Yes,Community Rainwater Harvesting Analytics
SS00231,नवीनतम तकनीक और community rainwater harvesting analytics के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Water & Drinking Water,Water Conservation,Innovation,High,Recurring,Yes,Community Rainwater Harvesting Analytics
SS00232,need AI and IoT smart solution for community rainwater harvesting analytics,Water & Drinking Water,Water Conservation,Innovation,Low,One-time,Yes,Community Rainwater Harvesting Analytics
SS00233,Developing an offline smart system for community rainwater harvesting analytics will eliminate manual delays.,Water & Drinking Water,Water Conservation,Innovation,Medium,Occasional,Yes,Community Rainwater Harvesting Analytics
SS00234,Abhi तुरंत department emergency team bheje aur future ke liye community rainwater harvesting analytics ka early warning technology setup karein.,Water & Drinking Water,Water Conservation,Hybrid,High,Recurring,Yes,Community Rainwater Harvesting Analytics
SS00235,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of community rainwater harvesting analytics.,Water & Drinking Water,Water Conservation,Hybrid,High,Persistent,Yes,Community Rainwater Harvesting Analytics
SS00236,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए community rainwater harvesting analytics का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Water & Drinking Water,Water Conservation,Hybrid,High,Recurring,Yes,Community Rainwater Harvesting Analytics
SS00237,urgent govt inspection today n smart AI tech for community rainwater harvesting analytics for future plzz,Water & Drinking Water,Water Conservation,Hybrid,High,Recurring,Yes,Community Rainwater Harvesting Analytics
SS00238,"Immediate administrative intervention needed now, accompanied by a university research solution for community rainwater harvesting analytics.",Water & Drinking Water,Water Conservation,Hybrid,Medium,Occasional,Yes,Community Rainwater Harvesting Analytics
SS00239,The administrative service for garbage collection is currently non-functional in our block.,Sanitation & Waste Management,Garbage Collection,Government,Medium,Persistent,No,None
SS00240,"Pichle 10 din se garbage collection ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Sanitation & Waste Management,Garbage Collection,Government,High,Occasional,No,None
SS00241,हमारे पंचायत में garbage collection से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Sanitation & Waste Management,Garbage Collection,Government,Medium,Persistent,No,None
SS00242,"garbage collection issue in ward 5, officer not taking call",Sanitation & Waste Management,Garbage Collection,Government,Low,Occasional,No,None
SS00243,garbage collection is broken n not wrking properly plzz resolve,Sanitation & Waste Management,Garbage Collection,Government,Medium,Occasional,No,None
SS00244,Block level grievance filed for garbage collection last month but service is still pending.,Sanitation & Waste Management,Garbage Collection,Government,Low,One-time,No,None
SS00245,Urgent maintenance team required for garbage collection near community market place.,Sanitation & Waste Management,Garbage Collection,Government,High,One-time,No,None
SS00246,We need an automated digital technology system for smart waste bin fill level monitoring to monitor this issue continuously.,Sanitation & Waste Management,Garbage Collection,Innovation,Medium,Recurring,Yes,Smart Waste Bin Fill Level Monitoring
SS00247,Is problem ko permanently solve karne ke liye smart waste bin fill level monitoring ka low-cost sensor prototype chahiye.,Sanitation & Waste Management,Garbage Collection,Innovation,Medium,Occasional,Yes,Smart Waste Bin Fill Level Monitoring
SS00248,नवीनतम तकनीक और smart waste bin fill level monitoring के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Sanitation & Waste Management,Garbage Collection,Innovation,High,Recurring,Yes,Smart Waste Bin Fill Level Monitoring
SS00249,need AI and IoT smart solution for smart waste bin fill level monitoring,Sanitation & Waste Management,Garbage Collection,Innovation,Low,One-time,Yes,Smart Waste Bin Fill Level Monitoring
SS00250,Developing an offline smart system for smart waste bin fill level monitoring will eliminate manual delays.,Sanitation & Waste Management,Garbage Collection,Innovation,Medium,Occasional,Yes,Smart Waste Bin Fill Level Monitoring
SS00251,Abhi तुरंत department emergency team bheje aur future ke liye smart waste bin fill level monitoring ka early warning technology setup karein.,Sanitation & Waste Management,Garbage Collection,Hybrid,High,Recurring,Yes,Smart Waste Bin Fill Level Monitoring
SS00252,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of smart waste bin fill level monitoring.,Sanitation & Waste Management,Garbage Collection,Hybrid,High,Persistent,Yes,Smart Waste Bin Fill Level Monitoring
SS00253,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए smart waste bin fill level monitoring का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Sanitation & Waste Management,Garbage Collection,Hybrid,High,Recurring,Yes,Smart Waste Bin Fill Level Monitoring
SS00254,urgent govt inspection today n smart AI tech for smart waste bin fill level monitoring for future plzz,Sanitation & Waste Management,Garbage Collection,Hybrid,High,Recurring,Yes,Smart Waste Bin Fill Level Monitoring
SS00255,"Immediate administrative intervention needed now, accompanied by a university research solution for smart waste bin fill level monitoring.",Sanitation & Waste Management,Garbage Collection,Hybrid,Medium,Occasional,Yes,Smart Waste Bin Fill Level Monitoring
SS00256,The administrative service for solid waste disposal is currently non-functional in our block.,Sanitation & Waste Management,Solid Waste Disposal,Government,Medium,Persistent,No,None
SS00257,"Pichle 10 din se solid waste disposal ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Sanitation & Waste Management,Solid Waste Disposal,Government,High,Occasional,No,None
SS00258,हमारे पंचायत में solid waste disposal से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Sanitation & Waste Management,Solid Waste Disposal,Government,Medium,Persistent,No,None
SS00259,"solid waste disposal issue in ward 5, officer not taking call",Sanitation & Waste Management,Solid Waste Disposal,Government,Low,Occasional,No,None
SS00260,solid waste disposal is broken n not wrking properly plzz resolve,Sanitation & Waste Management,Solid Waste Disposal,Government,Medium,Occasional,No,None
SS00261,Block level grievance filed for solid waste disposal last month but service is still pending.,Sanitation & Waste Management,Solid Waste Disposal,Government,Low,One-time,No,None
SS00262,Urgent maintenance team required for solid waste disposal near community market place.,Sanitation & Waste Management,Solid Waste Disposal,Government,High,One-time,No,None
SS00263,We need an automated digital technology system for automated optical waste segregation to monitor this issue continuously.,Sanitation & Waste Management,Solid Waste Disposal,Innovation,Medium,Recurring,Yes,Automated Optical Waste Segregation
SS00264,Is problem ko permanently solve karne ke liye automated optical waste segregation ka low-cost sensor prototype chahiye.,Sanitation & Waste Management,Solid Waste Disposal,Innovation,Medium,Occasional,Yes,Automated Optical Waste Segregation
SS00265,नवीनतम तकनीक और automated optical waste segregation के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Sanitation & Waste Management,Solid Waste Disposal,Innovation,High,Recurring,Yes,Automated Optical Waste Segregation
SS00266,need AI and IoT smart solution for automated optical waste segregation,Sanitation & Waste Management,Solid Waste Disposal,Innovation,Low,One-time,Yes,Automated Optical Waste Segregation
SS00267,Developing an offline smart system for automated optical waste segregation will eliminate manual delays.,Sanitation & Waste Management,Solid Waste Disposal,Innovation,Medium,Occasional,Yes,Automated Optical Waste Segregation
SS00268,Abhi तुरंत department emergency team bheje aur future ke liye automated optical waste segregation ka early warning technology setup karein.,Sanitation & Waste Management,Solid Waste Disposal,Hybrid,High,Recurring,Yes,Automated Optical Waste Segregation
SS00269,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of automated optical waste segregation.,Sanitation & Waste Management,Solid Waste Disposal,Hybrid,High,Persistent,Yes,Automated Optical Waste Segregation
SS00270,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए automated optical waste segregation का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Sanitation & Waste Management,Solid Waste Disposal,Hybrid,High,Recurring,Yes,Automated Optical Waste Segregation
SS00271,urgent govt inspection today n smart AI tech for automated optical waste segregation for future plzz,Sanitation & Waste Management,Solid Waste Disposal,Hybrid,High,Recurring,Yes,Automated Optical Waste Segregation
SS00272,"Immediate administrative intervention needed now, accompanied by a university research solution for automated optical waste segregation.",Sanitation & Waste Management,Solid Waste Disposal,Hybrid,Medium,Occasional,Yes,Automated Optical Waste Segregation
SS00273,The administrative service for drainage & sewage is currently non-functional in our block.,Sanitation & Waste Management,Drainage & Sewage,Government,Medium,Persistent,No,None
SS00274,"Pichle 10 din se drainage & sewage ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Sanitation & Waste Management,Drainage & Sewage,Government,High,Occasional,No,None
SS00275,हमारे पंचायत में drainage & sewage से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Sanitation & Waste Management,Drainage & Sewage,Government,Medium,Persistent,No,None
SS00276,"drainage & sewage issue in ward 5, officer not taking call",Sanitation & Waste Management,Drainage & Sewage,Government,Low,Occasional,No,None
SS00277,drainage & sewage is broken n not wrking properly plzz resolve,Sanitation & Waste Management,Drainage & Sewage,Government,Medium,Occasional,No,None
SS00278,Block level grievance filed for drainage & sewage last month but service is still pending.,Sanitation & Waste Management,Drainage & Sewage,Government,Low,One-time,No,None
SS00279,Urgent maintenance team required for drainage & sewage near community market place.,Sanitation & Waste Management,Drainage & Sewage,Government,High,One-time,No,None
SS00280,We need an automated digital technology system for ai sewage overflow & blockage early warning to monitor this issue continuously.,Sanitation & Waste Management,Drainage & Sewage,Innovation,Medium,Recurring,Yes,AI Sewage Overflow & Blockage Early Warning
SS00281,Is problem ko permanently solve karne ke liye ai sewage overflow & blockage early warning ka low-cost sensor prototype chahiye.,Sanitation & Waste Management,Drainage & Sewage,Innovation,Medium,Occasional,Yes,AI Sewage Overflow & Blockage Early Warning
SS00282,नवीनतम तकनीक और ai sewage overflow & blockage early warning के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Sanitation & Waste Management,Drainage & Sewage,Innovation,High,Recurring,Yes,AI Sewage Overflow & Blockage Early Warning
SS00283,need AI and IoT smart solution for ai sewage overflow & blockage early warning,Sanitation & Waste Management,Drainage & Sewage,Innovation,Low,One-time,Yes,AI Sewage Overflow & Blockage Early Warning
SS00284,Developing an offline smart system for ai sewage overflow & blockage early warning will eliminate manual delays.,Sanitation & Waste Management,Drainage & Sewage,Innovation,Medium,Occasional,Yes,AI Sewage Overflow & Blockage Early Warning
SS00285,Abhi तुरंत department emergency team bheje aur future ke liye ai sewage overflow & blockage early warning ka early warning technology setup karein.,Sanitation & Waste Management,Drainage & Sewage,Hybrid,High,Recurring,Yes,AI Sewage Overflow & Blockage Early Warning
SS00286,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of ai sewage overflow & blockage early warning.,Sanitation & Waste Management,Drainage & Sewage,Hybrid,High,Persistent,Yes,AI Sewage Overflow & Blockage Early Warning
SS00287,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए ai sewage overflow & blockage early warning का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Sanitation & Waste Management,Drainage & Sewage,Hybrid,High,Recurring,Yes,AI Sewage Overflow & Blockage Early Warning
SS00288,urgent govt inspection today n smart AI tech for ai sewage overflow & blockage early warning for future plzz,Sanitation & Waste Management,Drainage & Sewage,Hybrid,High,Recurring,Yes,AI Sewage Overflow & Blockage Early Warning
SS00289,"Immediate administrative intervention needed now, accompanied by a university research solution for ai sewage overflow & blockage early warning.",Sanitation & Waste Management,Drainage & Sewage,Hybrid,Medium,Occasional,Yes,AI Sewage Overflow & Blockage Early Warning
SS00290,The administrative service for public toilets is currently non-functional in our block.,Sanitation & Waste Management,Public Toilets,Government,Medium,Persistent,No,None
SS00291,"Pichle 10 din se public toilets ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Sanitation & Waste Management,Public Toilets,Government,High,Occasional,No,None
SS00292,हमारे पंचायत में public toilets से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Sanitation & Waste Management,Public Toilets,Government,Medium,Persistent,No,None
SS00293,"public toilets issue in ward 5, officer not taking call",Sanitation & Waste Management,Public Toilets,Government,Low,Occasional,No,None
SS00294,public toilets is broken n not wrking properly plzz resolve,Sanitation & Waste Management,Public Toilets,Government,Medium,Occasional,No,None
SS00295,Block level grievance filed for public toilets last month but service is still pending.,Sanitation & Waste Management,Public Toilets,Government,Low,One-time,No,None
SS00296,Urgent maintenance team required for public toilets near community market place.,Sanitation & Waste Management,Public Toilets,Government,High,One-time,No,None
SS00297,We need an automated digital technology system for iot sanitation & odor monitoring system to monitor this issue continuously.,Sanitation & Waste Management,Public Toilets,Innovation,Medium,Recurring,Yes,IoT Sanitation & Odor Monitoring System
SS00298,Is problem ko permanently solve karne ke liye iot sanitation & odor monitoring system ka low-cost sensor prototype chahiye.,Sanitation & Waste Management,Public Toilets,Innovation,Medium,Occasional,Yes,IoT Sanitation & Odor Monitoring System
SS00299,नवीनतम तकनीक और iot sanitation & odor monitoring system के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Sanitation & Waste Management,Public Toilets,Innovation,High,Recurring,Yes,IoT Sanitation & Odor Monitoring System
SS00300,need AI and IoT smart solution for iot sanitation & odor monitoring system,Sanitation & Waste Management,Public Toilets,Innovation,Low,One-time,Yes,IoT Sanitation & Odor Monitoring System
SS00301,Developing an offline smart system for iot sanitation & odor monitoring system will eliminate manual delays.,Sanitation & Waste Management,Public Toilets,Innovation,Medium,Occasional,Yes,IoT Sanitation & Odor Monitoring System
SS00302,Abhi तुरंत department emergency team bheje aur future ke liye iot sanitation & odor monitoring system ka early warning technology setup karein.,Sanitation & Waste Management,Public Toilets,Hybrid,High,Recurring,Yes,IoT Sanitation & Odor Monitoring System
SS00303,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of iot sanitation & odor monitoring system.,Sanitation & Waste Management,Public Toilets,Hybrid,High,Persistent,Yes,IoT Sanitation & Odor Monitoring System
SS00304,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए iot sanitation & odor monitoring system का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Sanitation & Waste Management,Public Toilets,Hybrid,High,Recurring,Yes,IoT Sanitation & Odor Monitoring System
SS00305,urgent govt inspection today n smart AI tech for iot sanitation & odor monitoring system for future plzz,Sanitation & Waste Management,Public Toilets,Hybrid,High,Recurring,Yes,IoT Sanitation & Odor Monitoring System
SS00306,"Immediate administrative intervention needed now, accompanied by a university research solution for iot sanitation & odor monitoring system.",Sanitation & Waste Management,Public Toilets,Hybrid,Medium,Occasional,Yes,IoT Sanitation & Odor Monitoring System
SS00307,The administrative service for open defecation is currently non-functional in our block.,Sanitation & Waste Management,Open Defecation,Government,Medium,Persistent,No,None
SS00308,"Pichle 10 din se open defecation ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Sanitation & Waste Management,Open Defecation,Government,High,Occasional,No,None
SS00309,हमारे पंचायत में open defecation से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Sanitation & Waste Management,Open Defecation,Government,Medium,Persistent,No,None
SS00310,"open defecation issue in ward 5, officer not taking call",Sanitation & Waste Management,Open Defecation,Government,Low,Occasional,No,None
SS00311,open defecation is broken n not wrking properly plzz resolve,Sanitation & Waste Management,Open Defecation,Government,Medium,Occasional,No,None
SS00312,Block level grievance filed for open defecation last month but service is still pending.,Sanitation & Waste Management,Open Defecation,Government,Low,One-time,No,None
SS00313,Urgent maintenance team required for open defecation near community market place.,Sanitation & Waste Management,Open Defecation,Government,High,One-time,No,None
SS00314,We need an automated digital technology system for bio-digester smart eco-sanitation units to monitor this issue continuously.,Sanitation & Waste Management,Open Defecation,Innovation,Medium,Recurring,Yes,Bio-Digester Smart Eco-Sanitation Units
SS00315,Is problem ko permanently solve karne ke liye bio-digester smart eco-sanitation units ka low-cost sensor prototype chahiye.,Sanitation & Waste Management,Open Defecation,Innovation,Medium,Occasional,Yes,Bio-Digester Smart Eco-Sanitation Units
SS00316,नवीनतम तकनीक और bio-digester smart eco-sanitation units के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Sanitation & Waste Management,Open Defecation,Innovation,High,Recurring,Yes,Bio-Digester Smart Eco-Sanitation Units
SS00317,need AI and IoT smart solution for bio-digester smart eco-sanitation units,Sanitation & Waste Management,Open Defecation,Innovation,Low,One-time,Yes,Bio-Digester Smart Eco-Sanitation Units
SS00318,Developing an offline smart system for bio-digester smart eco-sanitation units will eliminate manual delays.,Sanitation & Waste Management,Open Defecation,Innovation,Medium,Occasional,Yes,Bio-Digester Smart Eco-Sanitation Units
SS00319,Abhi तुरंत department emergency team bheje aur future ke liye bio-digester smart eco-sanitation units ka early warning technology setup karein.,Sanitation & Waste Management,Open Defecation,Hybrid,High,Recurring,Yes,Bio-Digester Smart Eco-Sanitation Units
SS00320,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of bio-digester smart eco-sanitation units.,Sanitation & Waste Management,Open Defecation,Hybrid,High,Persistent,Yes,Bio-Digester Smart Eco-Sanitation Units
SS00321,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए bio-digester smart eco-sanitation units का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Sanitation & Waste Management,Open Defecation,Hybrid,High,Recurring,Yes,Bio-Digester Smart Eco-Sanitation Units
SS00322,urgent govt inspection today n smart AI tech for bio-digester smart eco-sanitation units for future plzz,Sanitation & Waste Management,Open Defecation,Hybrid,High,Recurring,Yes,Bio-Digester Smart Eco-Sanitation Units
SS00323,"Immediate administrative intervention needed now, accompanied by a university research solution for bio-digester smart eco-sanitation units.",Sanitation & Waste Management,Open Defecation,Hybrid,Medium,Occasional,Yes,Bio-Digester Smart Eco-Sanitation Units
SS00324,The administrative service for plastic & hazardous waste is currently non-functional in our block.,Sanitation & Waste Management,Plastic & Hazardous Waste,Government,Medium,Persistent,No,None
SS00325,"Pichle 10 din se plastic & hazardous waste ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Sanitation & Waste Management,Plastic & Hazardous Waste,Government,High,Occasional,No,None
SS00326,हमारे पंचायत में plastic & hazardous waste से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Sanitation & Waste Management,Plastic & Hazardous Waste,Government,Medium,Persistent,No,None
SS00327,"plastic & hazardous waste issue in ward 5, officer not taking call",Sanitation & Waste Management,Plastic & Hazardous Waste,Government,Low,Occasional,No,None
SS00328,plastic & hazardous waste is broken n not wrking properly plzz resolve,Sanitation & Waste Management,Plastic & Hazardous Waste,Government,Medium,Occasional,No,None
SS00329,Block level grievance filed for plastic & hazardous waste last month but service is still pending.,Sanitation & Waste Management,Plastic & Hazardous Waste,Government,Low,One-time,No,None
SS00330,Urgent maintenance team required for plastic & hazardous waste near community market place.,Sanitation & Waste Management,Plastic & Hazardous Waste,Government,High,One-time,No,None
SS00331,We need an automated digital technology system for plasma gasification & plastic recycling tech to monitor this issue continuously.,Sanitation & Waste Management,Plastic & Hazardous Waste,Innovation,Medium,Recurring,Yes,Plasma Gasification & Plastic Recycling Tech
SS00332,Is problem ko permanently solve karne ke liye plasma gasification & plastic recycling tech ka low-cost sensor prototype chahiye.,Sanitation & Waste Management,Plastic & Hazardous Waste,Innovation,Medium,Occasional,Yes,Plasma Gasification & Plastic Recycling Tech
SS00333,नवीनतम तकनीक और plasma gasification & plastic recycling tech के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Sanitation & Waste Management,Plastic & Hazardous Waste,Innovation,High,Recurring,Yes,Plasma Gasification & Plastic Recycling Tech
SS00334,need AI and IoT smart solution for plasma gasification & plastic recycling tech,Sanitation & Waste Management,Plastic & Hazardous Waste,Innovation,Low,One-time,Yes,Plasma Gasification & Plastic Recycling Tech
SS00335,Developing an offline smart system for plasma gasification & plastic recycling tech will eliminate manual delays.,Sanitation & Waste Management,Plastic & Hazardous Waste,Innovation,Medium,Occasional,Yes,Plasma Gasification & Plastic Recycling Tech
SS00336,Abhi तुरंत department emergency team bheje aur future ke liye plasma gasification & plastic recycling tech ka early warning technology setup karein.,Sanitation & Waste Management,Plastic & Hazardous Waste,Hybrid,High,Recurring,Yes,Plasma Gasification & Plastic Recycling Tech
SS00337,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of plasma gasification & plastic recycling tech.,Sanitation & Waste Management,Plastic & Hazardous Waste,Hybrid,High,Persistent,Yes,Plasma Gasification & Plastic Recycling Tech
SS00338,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए plasma gasification & plastic recycling tech का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Sanitation & Waste Management,Plastic & Hazardous Waste,Hybrid,High,Recurring,Yes,Plasma Gasification & Plastic Recycling Tech
SS00339,urgent govt inspection today n smart AI tech for plasma gasification & plastic recycling tech for future plzz,Sanitation & Waste Management,Plastic & Hazardous Waste,Hybrid,High,Recurring,Yes,Plasma Gasification & Plastic Recycling Tech
SS00340,"Immediate administrative intervention needed now, accompanied by a university research solution for plasma gasification & plastic recycling tech.",Sanitation & Waste Management,Plastic & Hazardous Waste,Hybrid,Medium,Occasional,Yes,Plasma Gasification & Plastic Recycling Tech
SS00341,The administrative service for waste segregation & recycling is currently non-functional in our block.,Sanitation & Waste Management,Waste Segregation & Recycling,Government,Medium,Persistent,No,None
SS00342,"Pichle 10 din se waste segregation & recycling ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Sanitation & Waste Management,Waste Segregation & Recycling,Government,High,Occasional,No,None
SS00343,हमारे पंचायत में waste segregation & recycling से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Sanitation & Waste Management,Waste Segregation & Recycling,Government,Medium,Persistent,No,None
SS00344,"waste segregation & recycling issue in ward 5, officer not taking call",Sanitation & Waste Management,Waste Segregation & Recycling,Government,Low,Occasional,No,None
SS00345,waste segregation & recycling is broken n not wrking properly plzz resolve,Sanitation & Waste Management,Waste Segregation & Recycling,Government,Medium,Occasional,No,None
SS00346,Block level grievance filed for waste segregation & recycling last month but service is still pending.,Sanitation & Waste Management,Waste Segregation & Recycling,Government,Low,One-time,No,None
SS00347,Urgent maintenance team required for waste segregation & recycling near community market place.,Sanitation & Waste Management,Waste Segregation & Recycling,Government,High,One-time,No,None
SS00348,We need an automated digital technology system for decentralized compost quality & thermal monitor to monitor this issue continuously.,Sanitation & Waste Management,Waste Segregation & Recycling,Innovation,Medium,Recurring,Yes,Decentralized Compost Quality & Thermal Monitor
